City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,fort irwin,35.2627,-116.6848,20.9,15,0,9.77,US,1715194878
365,merizo village,13.2658,144.6691,28.31,90,100,5.85,GU,1715194878
366,nemuro,43.3236,145.575,2.75,84,8,2.86,JP,1715194878
367,mumford,5.2618,-0.759,28.78,80,95,4.87,GH,1715194878
368,talcahuano,-36.7167,-73.1167,10.82,76,20,3.6,CL,1715194623
369,brookings,44.3114,-96.7984,19.19,55,0,8.23,US,1715194708
370,ponferrada,42.5466,-6.5962,17.23,38,100,1.79,ES,1715194878
371,ginir,7.1333,40.7,15.75,87,12,1.76,ET,1715194878
372,noumea,-22.2763,166.4572,22.78,99,100,5.6,NC,1715194721
373,saint-pierre,-21.3393,55.4781,23.82,64,0,8.75,RE,1715194879
374,menaka,15.9182,2.4022,38.19,12,5,2.19,ML,1715194879
375,ghadamis,30.1337,9.5007,23.1,46,2,10.69,LY,1715194879
376,selkirk,50.1436,-96.8845,22.82,42,10,3.58,CA,1715194879
377,holualoa,19.6228,-155.9522,24.75,76,16,2.23,US,1715194789
378,nar'yan-mar,67.6713,53.087,-4.94,88,100,7.15,RU,1715194879
379,berdigestyakh,62.0989,126.6992,-1.86,97,44,2.39,RU,1715194879
380,popondetta,-8.7537,148.2534,23.15,99,100,1.14,PG,1715194879
381,impfondo,1.6381,18.0667,24.8,86,100,1.75,CG,1715194880
382,watsa,3.0372,29.5355,20.01,87,87,1.58,CD,1715194880
383,chui,-33.6971,-53.4616,16.94,89,99,6.85,UY,1715194880
384,chibougamau,49.9168,-74.3659,9.79,50,100,5.14,CA,1715194880
385,tabarka,36.9544,8.758,14.36,88,40,5.14,TN,1715194880
386,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,74,40,2.57,BR,1715194810
387,necochea,-38.5473,-58.7368,12.74,57,100,12.36,AR,1715194724
388,yashkul',46.1711,45.3435,13.19,44,0,5.35,RU,1715194881
389,naryn,41.4287,75.9911,13.88,27,70,2.57,KG,1715194881
390,akrehamn,59.2667,5.1833,9.44,71,0,1.54,NO,1715194881
391,puerto lempira,15.2667,-83.7667,35.08,55,40,4.12,HN,1715194881
392,varzea grande,-15.6467,-56.1325,34.93,43,40,4.63,BR,1715194881
393,agacoren,38.8748,33.9167,13.49,39,97,1.5,TR,1715194881
394,khandyga,62.6667,135.6,0.73,95,100,1.68,RU,1715194881
395,inirida,3.8653,-67.9239,33.05,57,88,1.57,CO,1715194881
396,la passe,45.5549,-0.8967,20.13,82,43,4.21,FR,1715194881
397,bitkine,11.9801,18.2138,34.81,10,20,2.32,TD,1715194881
398,umluj,25.0213,37.2685,26.12,59,68,3.33,SA,1715194846
399,laojunmiao,39.8333,97.7333,13.87,29,88,3.63,CN,1715194882
400,xichang,27.8964,102.2634,15.63,87,100,1.05,CN,1715194756
401,kimbe,-5.5502,150.1429,24.75,97,100,0.33,PG,1715194882
402,cruzeiro do sul,-29.5128,-51.9853,25.04,89,100,4.05,BR,1715194861
403,thunder bay,48.4001,-89.3168,14.99,44,40,5.14,CA,1715194865
404,port macquarie,-31.4333,152.9167,14.38,79,20,1.2,AU,1715194882
405,karatau,43.1667,70.4667,22.85,48,100,1.51,KZ,1715194882
406,luleburgaz,41.4039,27.3592,14.63,91,100,5.16,TR,1715194882
407,gorom-gorom,14.4439,-0.2361,37.58,16,12,0.87,BF,1715194882
408,belmonte,-15.8631,-38.8828,27.64,67,0,3.23,BR,1715194883
409,williston,48.147,-103.618,12.41,90,100,1.34,US,1715194863
410,ulsan,35.5372,129.3167,6.61,85,0,1.37,KR,1715194883
411,klamath falls,42.2249,-121.7817,14.37,43,0,2.24,US,1715194863
412,epe,6.5841,3.9834,27.59,84,100,3.27,NG,1715194883
413,tvoroyri,61.5556,-6.8111,9.04,99,100,7.88,FO,1715194883
414,fort bragg,35.139,-79.006,33.23,57,40,4.12,US,1715194697
415,kuqa,41.7278,82.9364,24.49,17,100,2.58,CN,1715194816
416,santa terezinha,-29.9002,-50.0904,25.47,74,100,5.82,BR,1715194883
417,jerome,42.7241,-114.5186,10.8,51,0,8.23,US,1715194748
418,quiberon,47.4841,-3.1196,18.78,62,99,1.73,FR,1715194884
419,xianyang,34.3378,108.7026,19.58,82,0,2.0,CN,1715194884
420,tamanrasset,22.785,5.5228,32.95,9,0,6.17,DZ,1715194884
421,vrangel',42.7297,133.0839,6.41,89,15,2.25,RU,1715194884
422,touba,8.2833,-7.6833,27.36,71,86,2.23,CI,1715194884
423,kavaratti,10.5669,72.642,30.5,68,100,4.25,IN,1715194884
424,masumbwe,-3.6333,32.1833,20.17,88,100,1.7,TZ,1715194884
425,antofagasta,-23.65,-70.4,17.6,77,84,4.53,CL,1715194291
426,mugia,43.1041,-9.2179,15.67,83,51,4.17,ES,1715194885
427,xinyuan,37.3,99.0,5.81,55,100,1.09,CN,1715194885
428,mata-utu,-13.2816,-176.1745,29.4,79,100,4.96,WF,1715194885
429,suva,-18.1416,178.4415,19.71,94,75,2.06,FJ,1715194885
430,sangolqui,-0.3341,-78.4522,14.27,94,100,1.73,EC,1715194811
431,lata,40.1629,-8.3327,20.16,55,28,0.77,PT,1715194885
432,taoudenni,22.6783,-3.9836,35.45,5,0,1.79,ML,1715194885
433,catia la mar,10.6038,-67.0303,30.11,84,75,2.57,VE,1715194885
434,velikiye luki,56.34,30.5452,-1.13,56,2,4.01,RU,1715194885
435,las tablas,7.7667,-80.2833,30.65,99,100,2.47,PA,1715194886
436,le port,-20.9373,55.2919,24.0,71,14,4.37,RE,1715194886
437,kuressaare,58.2481,22.5039,6.12,68,91,1.54,EE,1715194757
438,port alberni,49.2413,-124.8028,18.29,57,13,0.89,CA,1715194886
439,salanso,12.1833,-4.0833,32.3,43,89,5.33,BF,1715194886
440,jianshui,23.6363,102.8264,17.24,96,100,1.75,CN,1715194886
441,concepcion,-36.827,-73.0498,10.89,76,20,3.6,CL,1715194886
442,saudarkrokur,65.7461,-19.6394,4.22,63,65,0.87,IS,1715194640
443,marsh harbour,26.5412,-77.0636,25.15,68,1,5.15,BS,1715194804
444,pundong,-7.9522,110.3486,24.04,91,2,1.09,ID,1715194886
445,brandon,27.9378,-82.2859,36.18,60,40,4.63,US,1715194864
446,vila do maio,15.1333,-23.2167,23.89,80,1,7.6,CV,1715194887
447,ostersund,63.1792,14.6357,4.25,81,100,3.6,SE,1715194819
448,claveria,18.6074,121.0832,25.66,89,86,5.63,PH,1715194887
449,volchikha,52.0333,80.3833,12.77,58,74,2.24,RU,1715194887
450,alpatovo,43.7028,45.2415,16.75,74,100,3.67,RU,1715194887
451,coronel dorrego,-38.7187,-61.2873,11.82,41,6,10.18,AR,1715194887
452,puttalam,8.0362,79.8283,27.32,82,100,5.08,LK,1715194887
453,santa maria da vitoria,-13.3947,-44.1886,34.04,24,0,2.2,BR,1715194887
454,angaur state,6.906,134.13,28.32,76,82,2.55,PW,1715194888
455,changli,39.7042,119.1506,17.97,37,31,2.02,CN,1715194888
456,taltal,-25.4,-70.4833,20.22,60,99,2.68,CL,1715194888
457,pokachi,61.7198,75.3683,-2.05,95,100,1.8,RU,1715194888
458,manadhoo,5.7667,73.3833,29.72,74,100,4.15,MV,1715194888
459,inhambane,-23.865,35.3833,21.99,83,20,1.54,MZ,1715194888
460,noyabrsk,63.1994,75.4507,1.8,100,100,3.13,RU,1715194888
461,ebebiyin,2.1511,11.3353,22.41,98,95,1.32,GQ,1715194661
462,freeport,40.6576,-73.5832,31.39,76,0,4.63,US,1715194889
463,oranjemund,-28.55,16.4333,15.02,84,2,5.26,NA,1715194889
464,khovd,48.0056,91.6419,11.82,54,100,3.97,MN,1715194889
465,ibiza,38.9088,1.433,19.56,70,0,2.57,ES,1715194801
466,selfoss,63.9331,-20.9971,7.25,54,7,5.93,IS,1715194640
467,uglekamensk,43.2172,133.2303,2.72,89,14,0.42,RU,1715194889
468,northam,51.0333,-4.2167,14.78,77,100,1.1,GB,1715194890
469,alenquer,-1.9417,-54.7383,29.21,82,66,1.64,BR,1715194890
470,heroica matamoros,25.8833,-97.5,34.45,65,100,6.56,MX,1715194865
471,cannonvale,-20.2833,148.7,23.66,80,97,7.43,AU,1715194890
472,nadym,65.5333,72.5167,-9.46,96,100,3.84,RU,1715194890
473,calama,-22.4667,-68.9333,25.27,10,0,9.26,CL,1715194448
474,maua,-23.6678,-46.4614,30.89,47,3,4.04,BR,1715194836
475,sinop,41.7711,34.8709,12.26,67,8,2.34,TR,1715194890
476,bel ombre,-4.6167,55.4167,26.91,89,20,1.54,SC,1715194890
477,wanning,18.8003,110.3967,25.14,90,76,1.52,CN,1715194891
478,hafar al-batin,28.4328,45.9708,27.32,16,0,3.6,SA,1715194891
479,aweil,8.7682,27.4002,33.91,20,6,2.34,SS,1715194891
480,saint-philippe,-21.3585,55.7679,23.77,76,90,6.82,RE,1715194891
481,neustadt-glewe,53.3785,11.5926,16.06,75,53,2.8,DE,1715194891
482,bereket,39.2446,55.5154,20.35,47,0,4.12,TM,1715194891
483,sao paulo de olivenca,-3.3783,-68.8725,32.89,59,80,1.67,BR,1715194891
484,egbe,8.2167,5.5167,30.08,51,100,3.51,NG,1715194891
485,kodinar,20.7903,70.7031,27.32,87,0,6.63,IN,1715194891
486,diu,20.7141,70.9822,27.59,83,0,6.87,IN,1715194892
487,val-des-monts,45.6501,-75.666,10.78,87,100,2.06,CA,1715194710
488,mpika,-11.8343,31.4529,15.94,86,100,2.11,ZM,1715194892
489,sterling,39.0062,-77.4286,30.98,49,100,4.63,US,1715194892
490,prince rupert,54.3161,-130.3201,10.05,90,100,7.72,CA,1715194892
491,vyazemskiy,47.5378,134.7525,12.35,42,100,5.93,RU,1715194892
492,sola,-13.8833,167.55,26.7,69,100,8.5,VU,1715194880
493,ocumare del tuy,10.1165,-66.7761,32.54,50,100,1.66,VE,1715194892
494,kupang,-10.1667,123.5833,26.32,94,3,2.06,ID,1715194892
495,villanueva,15.3167,-88.0,39.46,47,40,1.54,HN,1715194893
496,ulsteinvik,62.3432,5.8487,10.5,79,100,2.68,NO,1715194893
497,pangoa,-12.1167,-73.0,31.69,52,100,1.63,PE,1715194893
498,virginia,37.5481,-77.4467,33.07,53,75,6.17,US,1715194750
499,kilindoni,-7.9139,39.6668,26.78,82,100,8.0,TZ,1715194893
500,new norfolk,-42.7826,147.0587,11.07,99,95,0.67,AU,1715194893
501,kalmunai,7.4167,81.8167,27.44,81,100,2.59,LK,1715194893
502,barclayville,4.6797,-8.2339,26.21,91,100,2.36,LR,1715194893
503,mo i rana,66.3128,14.1428,5.18,84,75,2.24,NO,1715194893
504,nuuk,64.1835,-51.7216,5.34,45,20,4.63,GL,1715194877
505,tanumah,27.1,44.1333,26.48,17,1,5.03,SA,1715194894
506,markaz-e hukumat-e darweshan,31.1323,64.1934,32.38,13,10,2.32,AF,1715194894
507,vytegra,61.0064,36.4481,-0.91,64,100,6.26,RU,1715194894
508,kenai,60.5544,-151.2583,7.05,65,0,0.0,US,1715194894
509,chestertown,39.209,-76.0666,31.75,52,10,6.25,US,1715194894
510,pionerskiy,54.9508,20.2275,7.91,72,100,3.19,RU,1715194894
511,kapa'a,22.0752,-159.319,26.99,84,15,2.24,US,1715194895
512,abepura,-2.6333,140.5833,23.45,100,20,0.51,ID,1715194895
513,axim,4.8699,-2.2405,27.99,81,40,3.05,GH,1715194895
514,quellon,-43.1167,-73.6167,9.05,88,100,6.21,CL,1715194884
515,gaigeturi,33.4644,126.3183,12.03,82,20,3.6,KR,1715194895
516,vanimo,-2.6741,141.3028,25.32,90,100,1.15,PG,1715194895
517,mananjary,-21.2167,48.3333,22.79,86,26,2.27,MG,1715194895
518,alo,7.4178,6.7371,30.78,65,99,3.71,NG,1715194895
519,shchyolkino,45.4291,35.8223,15.87,89,100,1.98,UA,1715194895
520,port shepstone,-30.7414,30.455,20.73,81,18,2.94,ZA,1715194896
521,ulety,51.3572,112.4849,5.22,36,100,1.28,RU,1715194896
522,siwa oasis,29.2041,25.5195,27.07,16,2,4.85,EG,1715194896
523,grand-lahou,5.1367,-5.0242,28.01,82,100,3.75,CI,1715194879
524,huntingdon,52.3305,-0.1865,18.39,84,83,2.82,GB,1715194896
525,tobol,52.6844,62.5794,14.99,79,100,3.0,KZ,1715194896
526,jalai nur,49.45,117.7,8.24,26,8,3.58,CN,1715194896
527,fengcheng,40.4536,124.0717,9.57,92,24,1.74,CN,1715194896
528,tromso,69.6496,18.957,6.01,42,0,5.14,NO,1715194645
529,yauya,-8.9833,-77.3,19.14,39,90,2.13,PE,1715194897
530,usinsk,65.9939,57.5281,-0.52,89,100,2.68,RU,1715194897
531,midvagur,62.0511,-7.1939,10.46,93,100,5.66,FO,1715194879
532,mbekenyera,-10.0,38.9833,20.86,90,34,1.62,TZ,1715194897
533,yanchep,-31.55,115.6833,21.07,33,100,6.48,AU,1715194897
534,itoman,26.1247,127.6694,21.01,64,40,9.77,JP,1715194897
535,acajutla,13.5928,-89.8275,31.61,65,100,4.13,SV,1715194897
536,altay,47.8667,88.1167,12.0,52,0,3.57,CN,1715194897
537,fuman,37.2273,49.3142,15.72,95,99,2.12,IR,1715194897
538,maceio,-9.6658,-35.7353,26.69,83,75,3.6,BR,1715194803
539,carbonear,47.7332,-53.2148,6.53,87,100,4.52,CA,1715194898
540,mil'kovo,55.6078,37.7956,1.35,94,100,7.31,RU,1715194898
541,yamada,39.4667,141.95,6.82,89,100,1.33,JP,1715194898
542,khilok,51.3674,110.4676,3.87,45,100,2.21,RU,1715194898
543,peterborough,52.5736,-0.2478,18.42,59,83,3.6,GB,1715194616
544,asosa,10.0667,34.5333,23.1,19,71,1.49,ET,1715194898
545,labytnangi,66.6572,66.4183,-2.57,83,100,5.33,RU,1715194898
546,sechura,-5.5569,-80.8222,25.91,58,16,6.25,PE,1715194899
547,mount isa,-20.7333,139.5,21.87,73,75,2.06,AU,1715194899
548,simplicio mendes,-7.8539,-41.9103,33.51,34,100,4.72,BR,1715194899
549,aioun,16.6614,-9.6149,39.4,12,23,3.81,MR,1715194899
550,pangody,65.85,74.4859,-14.12,100,87,2.66,RU,1715194899
